"",,SIM0_DET,2,I,,,,,
"",,Reserved,3,NA,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,PA_EINT10,6,I,,,,,
"",,IO Disable,7,OFF,,,,,
F11,PA11,Input,0,Function7,I,Z,PU/PD,20,VCC-IO
"",,Output,1,O,,,,,
"",,TWI0_SCK,2,I/O,,,,,
"",,DI_TX,3,O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,PA_EINT11,6,I,,,,,
"",,IO Disable,7,OFF,,,,,
C13,PA12,Input,0,Function7,I,Z,PU/PD,20,VCC-IO
Output,1,O,,,,,,,
TWI0_SDA,2,I/O,,,,,,,
DI_RX,3,I,,,,,,,
Reserved,4,NA,,,,,,,
Reserved,5,NA,,,,,,,
PA_EINT12,6,I,,,,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SPI1_CS,2,,I/O,,,,
"",,UART3_TX,3,,O,,,,
E15,PA13,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT13,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SPI1_CLK,2,,I/O,,,,
"",,UART3_RX,3,,I,,,,
G12,PA14,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT14,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SPI1_MOSI,2,,I/O,,,,
"",,UART3_RTS,3,,O,,,,
F14,PA15,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT15,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SPI1_MISO,2,,I/O,,,,
"",,UART3_CTS,3,,I,,,,
D15,PA16,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT16,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,OWA_OUT,2,,O,,,,
"",,Reserved,3,,NA,,,,
C14,PA17,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT17,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,PCM0_SYNC,2,,I/O,,,,
"",,TWI1_SCK,3,,I/O,,,,
B13,PA18,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT18,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,PCM0_CLK,2,,I/O,,,,
"",,TWI1_SDA,3,,I/O,,,,
B14,PA19,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT19,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
A13,PA20,PCM0_DOUT,2,Function7,O,Z,PU/PD,20,VCC-IO
"",,SIM0_VPPEN,3,,O,,,,
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT20,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,PCM0_DIN,2,,I,,,,
"",,SIM0_VPPPP,3,,O,,,,
A14,PA21,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PA_EINT21,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
GPIOC,,,,,,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,NAND_WE,2,,O,,,,
"",,SPI0_MOSI,3,,I/O,,,,
C15,PC0,,,Function7,,Z,PU/PD,20,VCC-PC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,NAND_ALE,2,,O,,,,
"",,SPI0_MISO,3,,I/O,,,,
C16,PC1,,,Function7,,Z,PU/PD,20,VCC-PC
"",,SDC2_DS,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,NAND_CLE,2,,O,,,,
"",,SPI0_CLK,3,,I/O,,,,
B16,PC2,,,Function7,,Z,PU/PD,20,VCC-PC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,NAND_CE1,2,,O,,,,
"",,SPI0_CS,3,,NA,,,,
B15,PC3,,,Function7,,PU,PU/PD,20,VCC-PC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,NAND_CE0,2,,O,,,,
"",,Reserved,3,,NA,,,,
F16,PC4,,,Function7,,PU,PU/PD,20,VCC-PC
"",,SPI0_MISO,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,NAND_RE,2,,O,,,,
"",,SDC2_CLK,3,,I/O,,,,
A17,PC5,,,Function7,,Z,PU/PD,20,VCC-PC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
E16,PC6,,,Function7,,PU,PU/PD,20,VCC-PC
"",,Output,1,,O,,,,
"",,,,,,,,,
"",,NAND_RB0,2,,I,,,,
"",,SDC2_CMD,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
A16,PC7,Input,0,Function7,I,PU,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_RB1,2,I,,,,,
"",,Reserved,3,NA,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
B18,PC8,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ0,2,I/O,,,,,
"",,SDC2_D0,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
C17,PC9,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ1,2,I/O,,,,,
"",,SDC2_D1,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
D17,PC10,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ2,2,I/O,,,,,
"",,SDC2_D2,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
C18,PC11,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ3,2,I/O,,,,,
"",,SDC2_D3,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
B17,PC12,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ4,2,I/O,,,,,
"",,SDC2_D4,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
B19,PC13,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
Output,1,O,,,,,,,
NAND_DQ5,2,I/O,,,,,,,
SDC2_D5,3,I/O,,,,,,,
Reserved,4,NA,,,,,,,
Reserved,5,NA,,,,,,,
Reserved,6,NA,,,,,,,
IO Disable,7,OFF,,,,,,,
"",,,,,,,,,
F17,PC14,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ6,2,I/O,,,,,
"",,SDC2_D6,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
C19,PC15,Input,0,Function7,I,Z,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQ7,2,I/O,,,,,
"",,SDC2_D7,3,I/O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
H16,PC16,Input,0,Function7,I,PD,PU/PD,20,VCC-PC
"",,Output,1,O,,,,,
"",,NAND_DQS,2,O,,,,,
"",,SDC2_RST,3,O,,,,,
"",,Reserved,4,NA,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
G15,VCC-PC,VCC-PC,NA,NA,P,NA,NA,NA,NA
GPIOD,,,,,,,,,
C21,PD0,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,
"",,"RGMII_RXD3/MII_RXD3/RMII_NULL",2,I,,,,,
"",,DI_TX,3,O,,,,,
"",,TS2_CLK,4,I,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
H17,PD1,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,
"",,"RGMII_RXD2/MII_RXD2/RMII_NULL",2,I,,,,,
"",,DI_RX,3,I,,,,,
"",,TS2_ERR,4,I,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
B20,PD2,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,
"",,"RGMII_RXD1/MII_RXD1/RMII_RXD1",2,I,,,,,
"",,Reserved,3,NA,,,,,
"",,TS2_SYNC,4,I,,,,,
"",,Reserved,5,NA,,,,,
"",,Reserved,6,NA,,,,,
"",,IO Disable,7,OFF,,,,,
H18,PD3,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
Output,1,O,,,,,,,
"RGMII_RXD0/MII_RXD0/RMII_RXD0",2,I,,,,,,,
Reserved,3,NA,,,,,,,
TS2_DVLD,4,I,,,,,,,
"",,,,,,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
A20,PD4,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_RXCK/MII_RXCK/RMII_NULL",2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D0,4,I,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
F19,PD5,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_RXCTL/MII_RXDV/RMII_CRS_DV",2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D1,4,I,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
B21,PD6,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_NULL/MII_RXERR/RMII_RXER",2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D2,4,I,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
E18,PD7,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_TXD3/MII_TXD3/RMII_NULL",2,O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D3,4,I,,,,,,
"",,TS3_CLK,5,I,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
E20,PD8,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_TXD2/MII_TXD2/RMII_NULL",2,O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D4,4,I,,,,,,
"",,TS3_ERR,5,I,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
F21,PD9,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
Output,1,O,,,,,,,
"RGMII_TXD1/MII_TXD1/RMII_TXD1",2,O,,,,,,,
Reserved,3,NA,,,,,,,
TS2_D5,4,I,,,,,,,
TS3_SYNC,5,i,,,,,,,
Reserved,6,NA,,,,,,,
IO Disable,7,OFF,,,,,,,
"",,,,,,,,,
H19,PD10,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_TXD0/MII_TXD0/RMII_TXD0",2,O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D6,4,I,,,,,,
"",,TS3_DVLD,5,I,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
F20,PD11,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_NULL/MII_CRS/RMII_NULL",2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,TS2_D7,4,I,,,,,,
"",,TS3_D0,5,I,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
E19,PD12,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_TXCK/MII_TXCK/RMII_TXCK",2,I/O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,SIM1_PWREN,4,O,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
K17,PD13,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_TXCTL/MII_TXEN/RMII_TXEN",2,I/O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,SIM1_CLK,4,O,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
L17,PD14,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_NULL/MII_TXERR/RMII_NULL",2,O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,SIM1_DATA,4,I/O,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
K18,PD15,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
"",,Output,1,O,,,,,,
"",,"RGMII_CLKIN/MII_COL/RMII_NULL",2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,SIM1_RST,4,O,,,,,,
"",,Reserved,5,NA,,,,,,
"",,Reserved,6,NA,,,,,,
"",,IO Disable,7,OFF,,,,,,
L18,PD16,Input,0,Function7,I,Z,PU/PD,20,VCC-PD
Output,1,O,,,,,,,
MDC,2,O,,,,,,,
"",,Reserved,3,,NA,,,,
"",,SIM1_DET,4,,I,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,MDIO,2,,I/O,,,,
"",,Reserved,3,,NA,,,,
L19,PD17,,,Function7,,Z,PU/PD,20,VCC-PD
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
J15,VCC-PD,VCC-PD,NA,NA,P,NA,NA,NA,NA
GPIOE,,,,,,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_PCLK,2,,I,,,,
"",,TS0_CLK,3,,I,,,,
B10,PE0,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_MCLK,2,,O,,,,
"",,TS0_ERR,3,,O,,,,
A10,PE1,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
